X_id,Merged Injuries,DOS,TABLE_B_X_id,laser_color_merged
5d2de1692834ae4512fefa6f,1,1/30/11,5d2de1692834ae4512fefa6f,1
5d2de1692834ae4512fefab4,1,1/30/11,5d2de1692834ae4512fefab4,1
5d2de1682834ae4512fef855,3,1/26/11,5d2de1682834ae4512fef855,2
5d2de1692834ae4512fefb86,1,1/31/11,5d2de1692834ae4512fefb86,1
5d2de1682834ae4512fef7ce,1,1/27/11,5d2de1682834ae4512fef7ce,1
5d2de1692834ae4512fefaeb,1,1/29/11,5d2de1692834ae4512fefaeb,1
5d2de1692834ae4512fefa17,1,1/29/11,5d2de1692834ae4512fefa17,1
5d2de1682834ae4512fef886,1,1/27/11,5d2de1682834ae4512fef886,1
5d2de1682834ae4512fef8e9,1,1/28/11,5d2de1682834ae4512fef8e9,1
5d2de1682834ae4512fef915,1,1/25/11,5d2de1682834ae4512fef915,1
5d2de1682834ae4512fef95d,1,1/29/11,5d2de1682834ae4512fef95d,1
5d2de1692834ae4512fefb6d,1,1/30/11,5d2de1692834ae4512fefb6d,1
5d2de1692834ae4512fefa4b,1,1/29/11,5d2de1692834ae4512fefa4b,1
5d2de1692834ae4512fefc35,1,2/12/11,5d2de1692834ae4512fefc35,1
5d2de1692834ae4512fefc97,1,2/13/11,5d2de1692834ae4512fefc97,1
5d2de16a2834ae4512fefe99,0,2/7/11,5d2de16a2834ae4512fefe99,1
5d2de1692834ae4512fefc62,1,2/11/11,5d2de1692834ae4512fefc62,1
5d2de1692834ae4512fefcaa,1,2/13/11,5d2de1692834ae4512fefcaa,1
5d2de1692834ae4512fefcad,1,2/13/11,5d2de1692834ae4512fefcad,1
5d2de16a2834ae4512fefdcd,1,2/14/11,5d2de16a2834ae4512fefdcd,1
5d2de16a2834ae4512feff0a,1,2/9/11,5d2de16a2834ae4512feff0a,1
5d2de1692834ae4512fefd0e,1,2/14/11,5d2de1692834ae4512fefd0e,1
5d2de16a2834ae4512fefe27,0,2/5/11,5d2de16a2834ae4512fefe27,1
5d2de16a2834ae4512feff09,1,2/9/11,5d2de16a2834ae4512feff09,1
5d2de1692834ae4512fefd43,1,2/11/11,5d2de1692834ae4512fefd43,1
5d2de16a2834ae4512fefdd2,1,2/14/11,5d2de16a2834ae4512fefdd2,1
5d2de16a2834ae4512feff24,1,2/6/11,5d2de16a2834ae4512feff24,3
5d2de1692834ae4512fefd80,1,2/12/11,5d2de1692834ae4512fefd80,1
5d2de16a2834ae4512fefe12,1,2/7/11,5d2de16a2834ae4512fefe12,1
5d2de16a2834ae4512fefe84,1,2/8/11,5d2de16a2834ae4512fefe84,1
5d2de1692834ae4512fefd29,1,2/9/11,5d2de1692834ae4512fefd29,1
5d2de16a2834ae4512fefdd5,1,2/14/11,5d2de16a2834ae4512fefdd5,3
5d2de16a2834ae4512feff43,1,2/9/11,5d2de16a2834ae4512feff43,1
5d2de1692834ae4512fefc65,1,2/11/11,5d2de1692834ae4512fefc65,1
5d2de16a2834ae4512fefe4e,1,2/6/11,5d2de16a2834ae4512fefe4e,1
5d2de16a2834ae4512fefe86,1,2/8/11,5d2de16a2834ae4512fefe86,2
5d2de1692834ae4512fefc33,1,2/12/11,5d2de1692834ae4512fefc33,1
5d2de1692834ae4512fefd87,1,2/12/11,5d2de1692834ae4512fefd87,1
5d2de1692834ae4512fefc8b,1,2/12/11,5d2de1692834ae4512fefc8b,3
5d2de16a2834ae4512feff69,1,2/8/11,5d2de16a2834ae4512feff69,1
5d2de1692834ae4512fefc18,1,2/12/11,5d2de1692834ae4512fefc18,1
5d2de1692834ae4512fefd08,1,2/14/11,5d2de1692834ae4512fefd08,1
5d2de16a2834ae4512fefea8,1,2/4/11,5d2de16a2834ae4512fefea8,5
5d2de16a2834ae4512feff8c,0,2/7/11,5d2de16a2834ae4512feff8c,1
5d2de16a2834ae4512feffc3,1,2/10/11,5d2de16a2834ae4512feffc3,1
5d2de16a2834ae4512feffea,0,2/7/11,5d2de16a2834ae4512feffea,1
5d2de16a2834ae4512feffb5,1,2/9/11,5d2de16a2834ae4512feffb5,1
5d2de16a2834ae4512feffd2,1,2/7/11,5d2de16a2834ae4512feffd2,1
5d2de16a2834ae4512feffe0,1,2/10/11,5d2de16a2834ae4512feffe0,1
5d2de16a2834ae4512ff0028,1,2/8/11,5d2de16a2834ae4512ff0028,1
5d2de16b2834ae4512ff00dc,1,2/10/11,5d2de16b2834ae4512ff00dc,1
5d2de16b2834ae4512ff0280,0,2/20/11,5d2de16b2834ae4512ff0280,1
5d2de16b2834ae4512ff0117,1,2/4/11,5d2de16b2834ae4512ff0117,1
5d2de16b2834ae4512ff015b,1,2/10/11,5d2de16b2834ae4512ff015b,1
5d2de16b2834ae4512ff0218,0,2/18/11,5d2de16b2834ae4512ff0218,1
5d2de16c2834ae4512ff0573,0,2/18/11,5d2de16c2834ae4512ff0573,1
5d2de16d2834ae4512ff0637,0,2/19/11,5d2de16d2834ae4512ff0637,1
5d2de16d2834ae4512ff06c8,0,2/19/11,5d2de16d2834ae4512ff06c8,1
5d2de16a2834ae4512ff0089,0,2/7/11,5d2de16a2834ae4512ff0089,1
5d2de16b2834ae4512ff01a4,1,2/7/11,5d2de16b2834ae4512ff01a4,1
5d2de16a2834ae4512ff005b,1,2/4/11,5d2de16a2834ae4512ff005b,1
5d2de16b2834ae4512ff0221,1,2/19/11,5d2de16b2834ae4512ff0221,1
5d2de16c2834ae4512ff0576,0,2/18/11,5d2de16c2834ae4512ff0576,4
5d2de16d2834ae4512ff0609,1,2/20/11,5d2de16d2834ae4512ff0609,1
5d2de16d2834ae4512ff0672,0,2/18/11,5d2de16d2834ae4512ff0672,4
5d2de16c2834ae4512ff04e7,3,2/16/11,5d2de16c2834ae4512ff04e7,1
5d2de16d2834ae4512ff05f1,0,2/19/11,5d2de16d2834ae4512ff05f1,1
5d2de16d2834ae4512ff0634,1,2/19/11,5d2de16d2834ae4512ff0634,3
5d2de16c2834ae4512ff03f4,0,2/18/11,5d2de16c2834ae4512ff03f4,1
5d2de16c2834ae4512ff04d5,0,2/17/11,5d2de16c2834ae4512ff04d5,1
5d2de16c2834ae4512ff0558,0,2/17/11,5d2de16c2834ae4512ff0558,1
5d2de16c2834ae4512ff04d6,0,2/17/11,5d2de16c2834ae4512ff04d6,1
5d2de16c2834ae4512ff0562,0,2/18/11,5d2de16c2834ae4512ff0562,4
5d2de16c2834ae4512ff0582,0,2/16/11,5d2de16c2834ae4512ff0582,1
5d2de16d2834ae4512ff05cc,1,2/19/11,5d2de16d2834ae4512ff05cc,1
5d2de16b2834ae4512ff0287,1,2/21/11,5d2de16b2834ae4512ff0287,1
5d2de16b2834ae4512ff0217,0,2/18/11,5d2de16b2834ae4512ff0217,1
5d2de16c2834ae4512ff0390,1,2/15/11,5d2de16c2834ae4512ff0390,1
5d2de16c2834ae4512ff0463,1,2/23/11,5d2de16c2834ae4512ff0463,1
5d2de16c2834ae4512ff0504,1,2/16/11,5d2de16c2834ae4512ff0504,1
5d2de16c2834ae4512ff0527,1,2/18/11,5d2de16c2834ae4512ff0527,1
5d2de16b2834ae4512ff012e,1,2/9/11,5d2de16b2834ae4512ff012e,1
5d2de16b2834ae4512ff01d5,1,2/10/11,5d2de16b2834ae4512ff01d5,6
5d2de16c2834ae4512ff0549,1,2/15/11,5d2de16c2834ae4512ff0549,1
5d2de16d2834ae4512ff058e,1,2/17/11,5d2de16d2834ae4512ff058e,1
5d2de16d2834ae4512ff059c,1,2/17/11,5d2de16d2834ae4512ff059c,1
5d2de16d2834ae4512ff05af,1,2/17/11,5d2de16d2834ae4512ff05af,1
5d2de16c2834ae4512ff048b,1,2/21/11,5d2de16c2834ae4512ff048b,1
5d2de16d2834ae4512ff05a2,0,2/18/11,5d2de16d2834ae4512ff05a2,1
5d2de16d2834ae4512ff064e,1,2/19/11,5d2de16d2834ae4512ff064e,1
5d2de16a2834ae4512ff0076,1,2/4/11,5d2de16a2834ae4512ff0076,1
5d2de16b2834ae4512ff027f,0,2/20/11,5d2de16b2834ae4512ff027f,1
5d2de16b2834ae4512ff0285,1,2/21/11,5d2de16b2834ae4512ff0285,1
5d2de16b2834ae4512ff02dd,1,2/24/11,5d2de16b2834ae4512ff02dd,1
5d2de16c2834ae4512ff0475,0,2/18/11,5d2de16c2834ae4512ff0475,1
5d2de16c2834ae4512ff0575,0,2/18/11,5d2de16c2834ae4512ff0575,1
5d2de16c2834ae4512ff03f3,1,2/18/11,5d2de16c2834ae4512ff03f3,1
5d2de16c2834ae4512ff0482,1,2/20/11,5d2de16c2834ae4512ff0482,1
5d2de16b2834ae4512ff02e2,1,2/21/11,5d2de16b2834ae4512ff02e2,1
5d2de16d2834ae4512ff062c,1,2/15/11,5d2de16d2834ae4512ff062c,1
5d2de16d2834ae4512ff068d,0,2/19/11,5d2de16d2834ae4512ff068d,1
5d2de16b2834ae4512ff0103,1,2/5/11,5d2de16b2834ae4512ff0103,1
5d2de16c2834ae4512ff04f9,0,2/18/11,5d2de16c2834ae4512ff04f9,1
5d2de16c2834ae4512ff0560,1,2/18/11,5d2de16c2834ae4512ff0560,1
5d2de16d2834ae4512ff0632,1,2/19/11,5d2de16d2834ae4512ff0632,1
5d2de16d2834ae4512ff06c5,1,2/17/11,5d2de16d2834ae4512ff06c5,1
5d2de16d2834ae4512ff07d5,0,2/16/11,5d2de16d2834ae4512ff07d5,1
5d2de16d2834ae4512ff0917,1,3/3/11,5d2de16d2834ae4512ff0917,1
5d2de16d2834ae4512ff079d,1,2/17/11,5d2de16d2834ae4512ff079d,1
5d2de16d2834ae4512ff08a4,1,3/5/11,5d2de16d2834ae4512ff08a4,1
5d2de16e2834ae4512ff0ada,1,2/27/11,5d2de16e2834ae4512ff0ada,3
5d2de16e2834ae4512ff0c61,1,3/2/11,5d2de16e2834ae4512ff0c61,1
5d2de16e2834ae4512ff0c62,1,3/2/11,5d2de16e2834ae4512ff0c62,1
5d2de16e2834ae4512ff0c73,1,3/3/11,5d2de16e2834ae4512ff0c73,1
5d2de16e2834ae4512ff0b91,1,2/28/11,5d2de16e2834ae4512ff0b91,1
5d2de16e2834ae4512ff0c38,1,2/26/11,5d2de16e2834ae4512ff0c38,1
5d2de16f2834ae4512ff0d8d,1,2/27/11,5d2de16f2834ae4512ff0d8d,3
5d2de1702834ae4512ff0e8e,1,3/11/11,5d2de1702834ae4512ff0e8e,1
5d2de1702834ae4512ff0f0b,1,3/12/11,5d2de1702834ae4512ff0f0b,1
5d2de1702834ae4512ff0f43,1,3/15/11,5d2de1702834ae4512ff0f43,1
5d2de1702834ae4512ff1026,1,3/8/11,5d2de1702834ae4512ff1026,1
5d2de1702834ae4512ff0f65,1,3/15/11,5d2de1702834ae4512ff0f65,1
5d2de16d2834ae4512ff0891,1,3/4/11,5d2de16d2834ae4512ff0891,1
5d2de16d2834ae4512ff07b4,0,2/18/11,5d2de16d2834ae4512ff07b4,1
5d2de16d2834ae4512ff07d4,1,2/16/11,5d2de16d2834ae4512ff07d4,1
5d2de16e2834ae4512ff0a12,1,3/5/11,5d2de16e2834ae4512ff0a12,1
5d2de16e2834ae4512ff0bb3,1,2/27/11,5d2de16e2834ae4512ff0bb3,1
5d2de16e2834ae4512ff0c51,1,2/27/11,5d2de16e2834ae4512ff0c51,1
5d2de1702834ae4512ff0dec,1,2/25/11,5d2de1702834ae4512ff0dec,1
5d2de1702834ae4512ff0fd1,1,3/13/11,5d2de1702834ae4512ff0fd1,1
5d2de1702834ae4512ff0ff0,1,3/15/11,5d2de1702834ae4512ff0ff0,1
5d2de1702834ae4512ff1027,1,3/8/11,5d2de1702834ae4512ff1027,1
5d2de16d2834ae4512ff081a,1,2/21/11,5d2de16d2834ae4512ff081a,1
5d2de16d2834ae4512ff088c,1,3/4/11,5d2de16d2834ae4512ff088c,1
5d2de16d2834ae4512ff0964,1,3/5/11,5d2de16d2834ae4512ff0964,1
5d2de16e2834ae4512ff0b94,1,2/28/11,5d2de16e2834ae4512ff0b94,1
5d2de16e2834ae4512ff0c72,1,3/3/11,5d2de16e2834ae4512ff0c72,1
5d2de1702834ae4512ff0e7e,1,3/14/11,5d2de1702834ae4512ff0e7e,1
5d2de1702834ae4512ff0ff3,1,3/15/11,5d2de1702834ae4512ff0ff3,1
5d2de1702834ae4512ff0feb,1,3/15/11,5d2de1702834ae4512ff0feb,1
5d2de16e2834ae4512ff09c2,1,3/5/11,5d2de16e2834ae4512ff09c2,1
5d2de16e2834ae4512ff09f7,1,3/4/11,5d2de16e2834ae4512ff09f7,1
5d2de16e2834ae4512ff0a2e,1,3/5/11,5d2de16e2834ae4512ff0a2e,1
5d2de16e2834ae4512ff0a3e,1,3/6/11,5d2de16e2834ae4512ff0a3e,1
5d2de16e2834ae4512ff0ac5,1,2/26/11,5d2de16e2834ae4512ff0ac5,1
5d2de16e2834ae4512ff0a55,1,3/3/11,5d2de16e2834ae4512ff0a55,1
5d2de16f2834ae4512ff0da1,1,3/1/11,5d2de16f2834ae4512ff0da1,1
5d2de1702834ae4512ff0ef4,1,3/14/11,5d2de1702834ae4512ff0ef4,1
5d2de16f2834ae4512ff0d73,0,2/26/11,5d2de16f2834ae4512ff0d73,1
5d2de1702834ae4512ff0e0d,1,3/3/11,5d2de1702834ae4512ff0e0d,1
5d2de16d2834ae4512ff0867,0,3/2/11,5d2de16d2834ae4512ff0867,1
5d2de16d2834ae4512ff0826,0,2/16/11,5d2de16d2834ae4512ff0826,1
5d2de16d2834ae4512ff08a8,1,3/5/11,5d2de16d2834ae4512ff08a8,1
5d2de16d2834ae4512ff093a,1,3/3/11,5d2de16d2834ae4512ff093a,1
5d2de16e2834ae4512ff0ce5,1,3/1/11,5d2de16e2834ae4512ff0ce5,1
5d2de1702834ae4512ff0eb4,1,3/12/11,5d2de1702834ae4512ff0eb4,1
5d2de1702834ae4512ff0fcf,1,3/13/11,5d2de1702834ae4512ff0fcf,1
5d2de1702834ae4512ff0fe4,1,3/15/11,5d2de1702834ae4512ff0fe4,2
5d2de1702834ae4512ff0fc0,1,3/16/11,5d2de1702834ae4512ff0fc0,1
5d2de1702834ae4512ff0ff1,1,3/15/11,5d2de1702834ae4512ff0ff1,1
5d2de16e2834ae4512ff09aa,1,3/4/11,5d2de16e2834ae4512ff09aa,1
5d2de16e2834ae4512ff09cd,1,3/4/11,5d2de16e2834ae4512ff09cd,6
5d2de16e2834ae4512ff0a3f,1,3/6/11,5d2de16e2834ae4512ff0a3f,1
5d2de16e2834ae4512ff0b04,0,2/25/11,5d2de16e2834ae4512ff0b04,1
5d2de16e2834ae4512ff0ba5,0,2/25/11,5d2de16e2834ae4512ff0ba5,1
5d2de1702834ae4512ff0f24,1,3/14/11,5d2de1702834ae4512ff0f24,1
5d2de1702834ae4512ff0fce,1,3/13/11,5d2de1702834ae4512ff0fce,1
5d2de1702834ae4512ff0fec,1,3/15/11,5d2de1702834ae4512ff0fec,1
5d2de1702834ae4512ff0eb5,5,3/12/11,5d2de1702834ae4512ff0eb5,1
5d2de16e2834ae4512ff09d0,1,3/4/11,5d2de16e2834ae4512ff09d0,1
5d2de16e2834ae4512ff0ac4,1,2/26/11,5d2de16e2834ae4512ff0ac4,1
5d2de16e2834ae4512ff0bc2,1,2/25/11,5d2de16e2834ae4512ff0bc2,1
5d2de16d2834ae4512ff0916,1,3/3/11,5d2de16d2834ae4512ff0916,4
5d2de1702834ae4512ff0eb2,1,3/12/11,5d2de1702834ae4512ff0eb2,1
5d2de16e2834ae4512ff0b4b,1,2/28/11,5d2de16e2834ae4512ff0b4b,1
5d2de1702834ae4512ff0e65,1,3/1/11,5d2de1702834ae4512ff0e65,0
5d2de16e2834ae4512ff0bbf,1,2/25/11,5d2de16e2834ae4512ff0bbf,1
5d2de1702834ae4512ff0f44,1,3/15/11,5d2de1702834ae4512ff0f44,1
5d2de1702834ae4512ff0ff4,1,3/15/11,5d2de1702834ae4512ff0ff4,1
5d2de1702834ae4512ff1085,1,3/9/11,5d2de1702834ae4512ff1085,1
5d2de1702834ae4512ff1081,0,3/9/11,5d2de1702834ae4512ff1081,1
5d2de1702834ae4512ff10b7,1,3/15/11,5d2de1702834ae4512ff10b7,1
5d2de1702834ae4512ff107f,2,3/9/11,5d2de1702834ae4512ff107f,1
5d2de1702834ae4512ff103d,1,3/14/11,5d2de1702834ae4512ff103d,1
5d2de1702834ae4512ff107c,1,3/11/11,5d2de1702834ae4512ff107c,3
5d2de1702834ae4512ff1129,1,3/7/11,5d2de1702834ae4512ff1129,1
