X_id,DOS,Acft_Dir,Acft_Orb_Man_Patrol_Turn
5d2de1652834ae4512fef0e9,1/23/11,,
5d2de1652834ae4512fef144,1/24/11,,
5d2de1652834ae4512fef0f5,1/23/11,,
5d2de1662834ae4512fef221,1/16/11,SE ,
5d2de1662834ae4512fef2d1,1/18/11,SE ,
5d2de1662834ae4512fef44e,1/18/11,NW ,
5d2de1672834ae4512fef47c,1/19/11,NW ,
5d2de1672834ae4512fef64e,2/2/11, S,
5d2de1682834ae4512fef830,1/25/11, S,
5d2de1682834ae4512fef7b9,1/24/11, S,
5d2de1682834ae4512fef7d8,1/25/11, W,
5d2de1692834ae4512fefad9,1/30/11,NW ,
5d2de1682834ae4512fef7ab,2/4/11,E,
5d2de1682834ae4512fef8d4,1/27/11, SE,
5d2de1682834ae4512fef93c,1/27/11, SW,
5d2de1692834ae4512fefa4c,1/29/11,E ,
5d2de1692834ae4512fefbcb,2/11/11,W,
5d2de1682834ae4512fef997,1/28/11, SE,
5d2de1692834ae4512fef9d3,1/28/11, SW,
5d2de1692834ae4512fefb72,1/30/11,,
5d2de1682834ae4512fef8bd,1/24/11, NE,
5d2de1682834ae4512fef90c,1/27/11,,MANEUVER
5d2de1682834ae4512fef7b8,1/24/11, SW,
5d2de1682834ae4512fef7ba,1/24/11, NW,
5d2de1682834ae4512fef7c0,1/25/11,,ORBIT
5d2de1682834ae4512fef85f,1/25/11, N,
5d2de1692834ae4512fefab5,1/30/11,,
5d2de1682834ae4512fef7e3,1/25/11, W,
5d2de1682834ae4512fef8fa,1/24/11, W,
5d2de1692834ae4512fefa6f,1/30/11,NE ,
5d2de1692834ae4512fefab4,1/30/11,,
5d2de1682834ae4512fef855,1/26/11, ESE,
5d2de1692834ae4512fefb86,1/31/11,SE ,
5d2de1682834ae4512fef7ce,1/27/11, N,
5d2de1692834ae4512fefaeb,1/29/11,W ,
5d2de1692834ae4512fefa17,1/29/11,S ,
5d2de1682834ae4512fef886,1/27/11,SE ,
5d2de1682834ae4512fef8e9,1/28/11,,
5d2de1682834ae4512fef915,1/25/11, W,
5d2de1682834ae4512fef95d,1/29/11,SE ,
5d2de1692834ae4512fefb6d,1/30/11,W ,
5d2de1692834ae4512fefa4b,1/29/11,W,
5d2de1692834ae4512fefc35,2/12/11,E ,
5d2de1692834ae4512fefc97,2/13/11,,
5d2de16a2834ae4512fefe99,2/7/11,W ,
5d2de1692834ae4512fefc62,2/11/11,W,
5d2de1692834ae4512fefcaa,2/13/11,,
5d2de1692834ae4512fefcad,2/13/11,NE ,
5d2de16a2834ae4512fefdcd,2/14/11, SE,
5d2de16a2834ae4512feff0a,2/9/11,NW ,
5d2de1692834ae4512fefd0e,2/14/11,E ,
5d2de16a2834ae4512fefe27,2/5/11,NW ,
5d2de16a2834ae4512feff09,2/9/11,NE ,
5d2de1692834ae4512fefd43,2/11/11,,
5d2de16a2834ae4512fefdd2,2/14/11,NE ,
5d2de16a2834ae4512feff24,2/6/11,N,
5d2de1692834ae4512fefd80,2/12/11,N ,
5d2de16a2834ae4512fefe12,2/7/11,W,
5d2de16a2834ae4512fefe84,2/8/11,SE ,
5d2de1692834ae4512fefd29,2/9/11,SW ,
5d2de16a2834ae4512fefdd5,2/14/11,W ,
5d2de16a2834ae4512feff43,2/9/11,E,
5d2de1692834ae4512fefc65,2/11/11,W,
5d2de16a2834ae4512fefe4e,2/6/11,SW ,
5d2de16a2834ae4512fefe86,2/8/11,SE ,
5d2de1692834ae4512fefc33,2/12/11,W,
5d2de1692834ae4512fefd87,2/12/11,SW ,
5d2de1692834ae4512fefc8b,2/12/11,,
5d2de16a2834ae4512feff69,2/8/11,SW ,
5d2de1692834ae4512fefc18,2/12/11,W,
5d2de1692834ae4512fefd08,2/14/11,W,
5d2de16a2834ae4512fefea8,2/4/11,,
5d2de16a2834ae4512feff8c,2/7/11,,
5d2de16a2834ae4512feffc3,2/10/11,SW ,
5d2de16a2834ae4512feffea,2/7/11,E ,
5d2de16a2834ae4512feffb5,2/9/11,S,
5d2de16a2834ae4512feffd2,2/7/11,,PATROL
5d2de16a2834ae4512feffe0,2/10/11,SE ,
5d2de16a2834ae4512ff0028,2/8/11,NW ,
5d2de16b2834ae4512ff00dc,2/10/11,E,
5d2de16b2834ae4512ff0280,2/20/11,SE ,
5d2de16b2834ae4512ff0117,2/4/11, E,
5d2de16b2834ae4512ff015b,2/10/11, SW,
5d2de16b2834ae4512ff0218,2/18/11,W ,
5d2de16c2834ae4512ff0573,2/18/11,,
5d2de16d2834ae4512ff0637,2/19/11,S ,
5d2de16d2834ae4512ff06c8,2/19/11,S ,
5d2de16a2834ae4512ff0089,2/7/11,NW ,
5d2de16b2834ae4512ff01a4,2/7/11,S,
5d2de16a2834ae4512ff005b,2/4/11,E,
5d2de16b2834ae4512ff0221,2/19/11,E ,
5d2de16c2834ae4512ff0576,2/18/11,S ,
5d2de16d2834ae4512ff0609,2/20/11,S ,
5d2de16d2834ae4512ff0672,2/18/11,N ,
5d2de16c2834ae4512ff04e7,2/16/11,SW ,
5d2de16d2834ae4512ff05f1,2/19/11,E ,
5d2de16d2834ae4512ff0634,2/19/11,WSW ,
5d2de16c2834ae4512ff03f4,2/18/11,SW ,
5d2de16c2834ae4512ff04d5,2/17/11,E ,
5d2de16c2834ae4512ff0558,2/17/11,,
5d2de16c2834ae4512ff04d6,2/17/11,,
5d2de16c2834ae4512ff0562,2/18/11,S ,
5d2de16c2834ae4512ff0582,2/16/11,W ,
5d2de16d2834ae4512ff05cc,2/19/11,SE ,
5d2de16b2834ae4512ff0287,2/21/11,SE ,
5d2de16b2834ae4512ff0217,2/18/11,E ,
5d2de16c2834ae4512ff0390,2/15/11, S,
5d2de16c2834ae4512ff0463,2/23/11,,
5d2de16c2834ae4512ff0504,2/16/11,SW ,
5d2de16c2834ae4512ff0527,2/18/11,NW ,
5d2de16b2834ae4512ff012e,2/9/11,SW ,
5d2de16b2834ae4512ff01d5,2/10/11,E,
5d2de16c2834ae4512ff0549,2/15/11, W,
5d2de16d2834ae4512ff058e,2/17/11,,MANEUVER
5d2de16d2834ae4512ff059c,2/17/11,SE ,
5d2de16d2834ae4512ff05af,2/17/11,NW ,
5d2de16c2834ae4512ff048b,2/21/11,NE ,
5d2de16d2834ae4512ff05a2,2/18/11,N ,
5d2de16d2834ae4512ff064e,2/19/11,SSE ,
5d2de16a2834ae4512ff0076,2/4/11,S,
5d2de16b2834ae4512ff027f,2/20/11,W ,
5d2de16b2834ae4512ff0285,2/21/11,N ,
5d2de16b2834ae4512ff02dd,2/24/11,W ,
5d2de16c2834ae4512ff0475,2/18/11,,
5d2de16c2834ae4512ff0575,2/18/11,,
5d2de16c2834ae4512ff03f3,2/18/11,N,
5d2de16c2834ae4512ff0482,2/20/11,NE ,
5d2de16b2834ae4512ff02e2,2/21/11,W,
5d2de16d2834ae4512ff062c,2/15/11,NNW ,
5d2de16d2834ae4512ff068d,2/19/11,SW ,
5d2de16b2834ae4512ff0103,2/5/11,WSW ,
5d2de16c2834ae4512ff04f9,2/18/11,W ,
5d2de16c2834ae4512ff0560,2/18/11,S,
5d2de16d2834ae4512ff0632,2/19/11,W ,
5d2de16d2834ae4512ff06c5,2/17/11,SE ,
5d2de16d2834ae4512ff07d5,2/16/11,W ,
5d2de16d2834ae4512ff0917,3/3/11,N ,
5d2de16d2834ae4512ff079d,2/17/11,E ,
5d2de16d2834ae4512ff08a4,3/5/11,N ,
5d2de16e2834ae4512ff0ada,2/27/11,,ORBIT
5d2de16e2834ae4512ff0c61,3/2/11,,
5d2de16e2834ae4512ff0c62,3/2/11,NW ,
5d2de16e2834ae4512ff0c73,3/3/11,E ,
5d2de16e2834ae4512ff0b91,2/28/11,SE ,
5d2de16e2834ae4512ff0c38,2/26/11,,
5d2de16f2834ae4512ff0d8d,2/27/11, S,
5d2de1702834ae4512ff0e8e,3/11/11,,
5d2de1702834ae4512ff0f0b,3/12/11, NE,
5d2de1702834ae4512ff0f43,3/15/11,E,
5d2de1702834ae4512ff1026,3/8/11, E,
5d2de1702834ae4512ff0f65,3/15/11,,
5d2de16d2834ae4512ff0891,3/4/11,W ,
5d2de16d2834ae4512ff07b4,2/18/11,N ,
5d2de16d2834ae4512ff07d4,2/16/11,SE ,
5d2de16e2834ae4512ff0a12,3/5/11,E ,
5d2de16e2834ae4512ff0bb3,2/27/11,,ORBIT
5d2de16e2834ae4512ff0c51,2/27/11, SW,
5d2de1702834ae4512ff0dec,2/25/11,N ,
5d2de1702834ae4512ff0fd1,3/13/11,NE ,
5d2de1702834ae4512ff0ff0,3/15/11,,
5d2de1702834ae4512ff1027,3/8/11, E,
5d2de16d2834ae4512ff081a,2/21/11,N ,
5d2de16d2834ae4512ff088c,3/4/11,NW ,
5d2de16d2834ae4512ff0964,3/5/11,SW ,
5d2de16e2834ae4512ff0b94,2/28/11, N,
5d2de16e2834ae4512ff0c72,3/3/11,S,
5d2de1702834ae4512ff0e7e,3/14/11,,
5d2de1702834ae4512ff0ff3,3/15/11,SW ,
5d2de1702834ae4512ff0feb,3/15/11,SW ,
5d2de16e2834ae4512ff09c2,3/5/11,E,
5d2de16e2834ae4512ff09f7,3/4/11,NW ,
5d2de16e2834ae4512ff0a2e,3/5/11,E ,
5d2de16e2834ae4512ff0a3e,3/6/11, SE,
5d2de16e2834ae4512ff0ac5,2/26/11, W,
5d2de16e2834ae4512ff0a55,3/3/11,,
5d2de16f2834ae4512ff0da1,3/1/11, NW,
5d2de1702834ae4512ff0ef4,3/14/11,,
5d2de16f2834ae4512ff0d73,2/26/11,SE ,
5d2de1702834ae4512ff0e0d,3/3/11,,HOVER
5d2de16d2834ae4512ff0867,3/2/11,,ORBIT
5d2de16d2834ae4512ff0826,2/16/11,,
5d2de16d2834ae4512ff08a8,3/5/11,SW ,
5d2de16d2834ae4512ff093a,3/3/11,N ,
5d2de16e2834ae4512ff0ce5,3/1/11,,
5d2de1702834ae4512ff0eb4,3/12/11,SE ,
5d2de1702834ae4512ff0fcf,3/13/11,E,
5d2de1702834ae4512ff0fe4,3/15/11,NE ,
5d2de1702834ae4512ff0fc0,3/16/11,E ,
5d2de1702834ae4512ff0ff1,3/15/11,W ,
5d2de16e2834ae4512ff09aa,3/4/11,W ,
5d2de16e2834ae4512ff09cd,3/4/11,NW ,
5d2de16e2834ae4512ff0a3f,3/6/11, E,
5d2de16e2834ae4512ff0b04,2/25/11,W ,
5d2de16e2834ae4512ff0ba5,2/25/11,N ,
5d2de1702834ae4512ff0f24,3/14/11,S,
5d2de1702834ae4512ff0fce,3/13/11,E,
5d2de1702834ae4512ff0fec,3/15/11,NE ,
5d2de1702834ae4512ff0eb5,3/12/11,,
5d2de16e2834ae4512ff09d0,3/4/11,S ,
5d2de16e2834ae4512ff0ac4,2/26/11, N,
5d2de16e2834ae4512ff0bc2,2/25/11,W ,
5d2de16d2834ae4512ff0916,3/3/11,,
5d2de1702834ae4512ff0eb2,3/12/11,,
5d2de16e2834ae4512ff0b4b,2/28/11, S,
5d2de1702834ae4512ff0e65,3/1/11, S,
5d2de16e2834ae4512ff0bbf,2/25/11,W ,
5d2de1702834ae4512ff0f44,3/15/11,NW ,
5d2de1702834ae4512ff0ff4,3/15/11,NE ,
5d2de1702834ae4512ff1085,3/9/11, S,
5d2de1702834ae4512ff1081,3/9/11,E ,
5d2de1702834ae4512ff10b7,3/15/11,,
5d2de1702834ae4512ff107f,3/9/11, N,
5d2de1702834ae4512ff103d,3/14/11,,
5d2de1702834ae4512ff107c,3/11/11,NW ,
5d2de1702834ae4512ff1129,3/7/11, SW,
5d2de1712834ae4512ff13ef,3/12/11,W,
5d2de1712834ae4512ff1226,3/9/11, NE,
5d2de1712834ae4512ff1253,3/9/11,SW ,
5d2de1712834ae4512ff133d,3/8/11, S,
5d2de1712834ae4512ff1353,3/8/11, W,
5d2de1722834ae4512ff175a,3/20/11,E ,
5d2de1712834ae4512ff149c,3/12/11,N,
5d2de1702834ae4512ff1131,3/8/11, SW,
5d2de1722834ae4512ff163a,3/25/11,NE ,
5d2de1722834ae4512ff1661,3/19/11,SW ,
5d2de1722834ae4512ff15f5,3/25/11,,
5d2de1722834ae4512ff160b,3/24/11,,
5d2de1722834ae4512ff1690,3/25/11,SE ,
5d2de1732834ae4512ff179c,3/18/11,SW ,
5d2de1732834ae4512ff17e2,3/18/11,SW ,
5d2de1712834ae4512ff1363,3/12/11, SE,
5d2de1712834ae4512ff1369,3/12/11,,
5d2de1712834ae4512ff11d7,3/7/11, E,
5d2de1712834ae4512ff1215,3/8/11,,HOVER
5d2de1712834ae4512ff121c,3/8/11, E,
5d2de1722834ae4512ff173c,3/19/11,NW ,
5d2de1732834ae4512ff17c7,3/20/11,NW ,
5d2de1712834ae4512ff12d5,3/8/11,W,
5d2de1712834ae4512ff133b,3/8/11, NW,
5d2de1712834ae4512ff1482,3/11/11, SE,
5d2de1722834ae4512ff156e,3/24/11,E ,
5d2de1712834ae4512ff11c0,3/7/11,S ,
5d2de1712834ae4512ff136d,3/12/11,W,
5d2de1712834ae4512ff1181,3/9/11,,ORBIT
5d2de1712834ae4512ff126e,3/10/11,W,
5d2de1712834ae4512ff1321,3/11/11,,
5d2de1712834ae4512ff1410,3/12/11,,
5d2de1712834ae4512ff1446,3/13/11,,
5d2de1712834ae4512ff14ba,3/13/11,NW ,
5d2de1722834ae4512ff1631,3/25/11,E ,
5d2de1722834ae4512ff1633,3/25/11,SE ,
5d2de1722834ae4512ff175b,3/20/11,W ,
5d2de1732834ae4512ff1789,3/17/11, E,
5d2de1712834ae4512ff147a,3/13/11,E,
5d2de1712834ae4512ff147d,3/13/11,NW ,
5d2de1712834ae4512ff14b7,3/13/11,SW ,
5d2de1712834ae4512ff12fa,3/10/11,E,
5d2de1722834ae4512ff1630,3/25/11,,
5d2de1722834ae4512ff168c,3/25/11,N ,
5d2de1722834ae4512ff1691,3/25/11,SW ,
5d2de1722834ae4512ff1770,3/18/11,,MANEUVER
5d2de1732834ae4512ff179f,3/18/11,SW ,
5d2de1712834ae4512ff115d,3/8/11, ESE,
5d2de1712834ae4512ff1247,3/10/11, S,
5d2de1712834ae4512ff1324,3/11/11,S ,
5d2de1712834ae4512ff12f2,3/10/11, E,
5d2de1712834ae4512ff1352,3/8/11,SW ,
5d2de1712834ae4512ff136c,3/12/11,,
5d2de1712834ae4512ff1444,3/13/11,SW ,
5d2de1712834ae4512ff146c,3/12/11,,
5d2de1722834ae4512ff159b,3/22/11,NW ,
5d2de1722834ae4512ff165e,3/18/11,SW ,
5d2de1722834ae4512ff16d1,3/21/11,E ,
5d2de1732834ae4512ff17c8,3/20/11,W ,
5d2de1712834ae4512ff1216,3/8/11,,
5d2de1712834ae4512ff1445,3/13/11,,
5d2de1712834ae4512ff126f,3/10/11,,
5d2de1712834ae4512ff13ea,3/12/11,,
5d2de1712834ae4512ff13ec,3/12/11, NW,
5d2de1722834ae4512ff16b0,3/20/11,SE ,
5d2de1732834ae4512ff1794,3/18/11,SW ,
5d2de1732834ae4512ff17e3,3/18/11,SE ,
5d2de1732834ae4512ff17e5,3/18/11,W ,
5d2de1742834ae4512ff1a6f,3/23/11,N ,
5d2de1742834ae4512ff1c8b,4/2/11, NE,
5d2de1732834ae4512ff19ff,3/18/11,E ,
5d2de1742834ae4512ff1c8a,4/2/11, S,
5d2de1752834ae4512ff1f52,3/28/11,N ,
5d2de1762834ae4512ff20ec,4/4/11,SW ,
5d2de1752834ae4512ff1d40,3/27/11,W ,
5d2de1752834ae4512ff1da4,3/28/11,NW ,
5d2de1762834ae4512ff2193,4/6/11,SW ,
5d2de1742834ae4512ff1a47,3/16/11,NE ,
5d2de1742834ae4512ff1a6d,3/23/11,E ,
5d2de1742834ae4512ff1bc1,4/2/11, S,
5d2de1742834ae4512ff1c90,4/3/11, N,
5d2de1752834ae4512ff1f23,3/26/11,S ,
5d2de1762834ae4512ff219b,4/5/11,,
5d2de1732834ae4512ff19bd,3/23/11,SW ,
5d2de1742834ae4512ff1ab5,3/23/11,SW ,
5d2de1742834ae4512ff1ae2,4/2/11, S,
5d2de1742834ae4512ff1b26,4/1/11, N,
5d2de1742834ae4512ff1b5b,4/3/11, NW,
5d2de1752834ae4512ff1d8e,3/27/11,S ,
5d2de1752834ae4512ff1f20,3/26/11,SW ,
5d2de1752834ae4512ff20a1,4/1/11, W,
5d2de1762834ae4512ff2109,4/4/11,,
5d2de1752834ae4512ff1fdd,3/31/11, SE,
5d2de1762834ae4512ff2170,4/6/11,E ,
5d2de1742834ae4512ff1b21,4/1/11,NE ,
5d2de1742834ae4512ff1c93,4/3/11,,
5d2de1742834ae4512ff1b28,4/1/11, N,
5d2de1752834ae4512ff2006,3/31/11, S,
5d2de1732834ae4512ff19f7,3/17/11,E ,
5d2de1742834ae4512ff1a14,3/17/11,E ,
5d2de1742834ae4512ff1ab2,3/23/11,,
5d2de1742834ae4512ff1c94,4/3/11,,
5d2de1762834ae4512ff20f8,4/6/11,E ,
5d2de1762834ae4512ff2195,4/6/11,,
5d2de1762834ae4512ff21a7,4/6/11,E ,
5d2de1742834ae4512ff1a0e,3/16/11,,MANEUVER
5d2de1742834ae4512ff1ab3,3/23/11,S ,
5d2de1752834ae4512ff1d13,4/1/11, W,
5d2de1752834ae4512ff1e80,3/27/11,,
5d2de1742834ae4512ff1a1c,3/18/11,,
5d2de1742834ae4512ff1a6c,3/23/11,SW ,
5d2de1742834ae4512ff1b56,4/3/11,E,
5d2de1742834ae4512ff1bc2,4/2/11, E,
5d2de1742834ae4512ff1c1e,4/4/11,SW ,
5d2de1762834ae4512ff2123,4/4/11,,
5d2de1752834ae4512ff201c,3/29/11,NW ,
5d2de1752834ae4512ff201b,3/29/11,NE ,
5d2de1742834ae4512ff1ae1,4/2/11,,
5d2de1742834ae4512ff1ae3,4/2/11, E,
5d2de1742834ae4512ff1a7b,3/17/11,NW ,
5d2de1742834ae4512ff1ad3,4/1/11, W,
5d2de1742834ae4512ff1bef,4/3/11, SW,
5d2de1752834ae4512ff1e6d,3/30/11,NE ,
5d2de1762834ae4512ff213f,4/5/11,WSW ,
5d2de1732834ae4512ff196d,3/16/11, NE,
5d2de1732834ae4512ff19a8,3/19/11,N ,
5d2de1752834ae4512ff1d8c,3/27/11,N ,
5d2de1752834ae4512ff2029,4/1/11,W,
5d2de1752834ae4512ff1fad,3/28/11,E ,
5d2de1752834ae4512ff205e,3/30/11, NE,
5d2de1762834ae4512ff212d,4/6/11,NW ,
5d2de1752834ae4512ff2058,3/28/11,N ,
5d2de1762834ae4512ff2212,4/7/11,N ,
5d2de1762834ae4512ff228c,4/5/11,,CIRCLE
5d2de1762834ae4512ff2439,4/10/11, W,
5d2de1772834ae4512ff24ab,4/8/11, NW,
5d2de1772834ae4512ff2571,4/8/11,N ,
5d2de1782834ae4512ff276a,4/28/11,E ,
5d2de1772834ae4512ff25e1,4/9/11,,
5d2de1772834ae4512ff26aa,4/11/11, N,
5d2de1772834ae4512ff26f0,4/20/11,N ,
5d2de1782834ae4512ff27dc,4/20/11,W ,
5d2de1782834ae4512ff28c2,4/22/11,N ,
5d2de1762834ae4512ff22d4,4/6/11,SE ,
5d2de1772834ae4512ff25a0,4/9/11,,
5d2de1772834ae4512ff25a1,4/9/11,,
5d2de1782834ae4512ff28b9,4/22/11,NW ,
5d2de1762834ae4512ff23c4,4/13/11,,
5d2de1772834ae4512ff24ac,4/8/11, N,
5d2de1772834ae4512ff252c,4/7/11,W ,
5d2de1762834ae4512ff2250,4/5/11,SE ,
5d2de1762834ae4512ff23a3,4/12/11,SE ,
5d2de1772834ae4512ff258f,4/8/11,NE ,
5d2de1782834ae4512ff28fc,4/22/11,SE ,
5d2de1762834ae4512ff21be,4/7/11, N,
5d2de1762834ae4512ff225b,4/7/11, SW,
5d2de1762834ae4512ff22af,4/6/11,,HOVER
5d2de1762834ae4512ff234f,4/12/11,,
5d2de1772834ae4512ff257b,4/8/11, N,
5d2de1772834ae4512ff266e,4/10/11,,
5d2de1782834ae4512ff287a,4/29/11,S ,
5d2de1772834ae4512ff26f3,4/20/11,SE ,
5d2de1772834ae4512ff2622,4/10/11, NE,
5d2de1762834ae4512ff21bf,4/7/11, S,
5d2de1762834ae4512ff22be,4/4/11,,
5d2de1782834ae4512ff288a,4/21/11,NW ,
5d2de1782834ae4512ff28c0,4/22/11,S ,
5d2de1762834ae4512ff221d,4/7/11,,
5d2de1762834ae4512ff22b0,4/6/11,NE ,
5d2de1762834ae4512ff2332,4/12/11,,
5d2de1772834ae4512ff250d,4/8/11,E ,
5d2de1762834ae4512ff23da,4/12/11,N,
5d2de1762834ae4512ff23fb,4/13/11,S,
5d2de1762834ae4512ff245a,4/9/11,SE ,
5d2de1772834ae4512ff2521,4/8/11, W,
5d2de1772834ae4512ff2671,4/10/11, N,
5d2de1782834ae4512ff28bf,4/22/11,W ,
5d2de1772834ae4512ff26bc,4/11/11,SW ,
5d2de1762834ae4512ff2290,4/4/11,SW ,
5d2de1762834ae4512ff23db,4/12/11,,
5d2de1762834ae4512ff23a7,4/12/11,S ,
5d2de1782834ae4512ff282e,4/29/11,SW ,
5d2de1782834ae4512ff28fb,4/22/11,NE ,
5d2de1762834ae4512ff225d,4/7/11,NE ,
5d2de1772834ae4512ff25ac,4/9/11,,
5d2de1772834ae4512ff2644,4/10/11,,
5d2de1782834ae4512ff279a,4/28/11,SW ,
5d2de1782834ae4512ff27b9,4/21/11,NW ,
5d2de1772834ae4512ff25d6,4/9/11,,
5d2de1782834ae4512ff292f,4/14/11,,
5d2de1782834ae4512ff293e,4/15/11, WSW,
5d2de1782834ae4512ff290a,4/30/11,NE ,
5d2de1792834ae4512ff2990,4/15/11, W,
5d2de1792834ae4512ff29e0,4/24/11,,
5d2de1782834ae4512ff2978,4/23/11,NE ,
5d2de1782834ae4512ff2942,4/22/11,WNW ,
5d2de1792834ae4512ff29cd,4/16/11, E,
5d2de1782834ae4512ff297a,4/23/11,W ,
5d2de1782834ae4512ff2941,4/22/11,S ,
5d2de1792834ae4512ff29ec,4/14/11,ESE ,
5d2de1792834ae4512ff2a0a,4/23/11,SW ,
5d2de1792834ae4512ff2a22,4/24/11,NW ,
5d2de1792834ae4512ff2a2c,4/14/11,SW ,
5d2de1792834ae4512ff2a27,4/14/11,W,
5d2de1792834ae4512ff2a09,4/23/11,SE ,
5d2de1792834ae4512ff2a75,4/16/11, E,
